,docUuid,desktop_search_V,traffic_dif,descktop_search_V_mean_by_id
432,ab6ccd1a-5fed-11e8-b53b-be327c3166de,1,-4.375,5.375
136,fa18e6d4-9bb5-11e8-a60f-eb1702e95e35,0,-4.4,4.4
390,351ef64a-8a65-11e8-8ca7-8869a7fcb7dc,0,-4.666666666666667,4.666666666666667
82,9812c736-a211-11e8-9004-8f4a631f500f,49,-4.799999999999997,53.8
494,e53a6e88-90a5-11e8-a466-2078d824af27,2,-4.8,6.8
221,456b68e4-9ca8-11e8-884c-eb1702e95e35,41,-5.0,46.0
218,b9a82542-971e-11e8-815e-fc60c095174f,4,-5.166666666666666,9.166666666666666
545,925488dc-8e54-11e8-a0ec-e0e8393def43,0,-5.5,5.5
501,9f71df54-a215-11e8-92a5-8f4a631f500f,18,-5.800000000000001,23.8
541,39c24f2a-8fe8-11e8-ab25-e0e8393def43,0,-6.0,6.0
208,aa8477c6-a224-11e8-b201-41d95f45639c,19,-6.0,25.0
293,adcf3b3c-9ef0-11e8-a762-a25db12b5a53,19,-6.25,25.25
209,a1ef9464-9a46-11e8-8b2a-1e0e02e95e35,31,-6.75,37.75
324,0a0d12a0-9c78-11e8-acfb-eb1702e95e35,2,-6.75,8.75
521,e53a6e88-90a5-11e8-a466-2078d824af27,0,-6.8,6.8
224,feb5a38e-a47b-11e8-b5e0-41d95f45639c,3,-7.0,10.0
192,5e3eb89a-a472-11e8-bd25-41d95f45639c,2,-7.0,9.0
319,b9a82542-971e-11e8-815e-fc60c095174f,2,-7.166666666666666,9.166666666666666
164,7990d002-9fbc-11e8-9724-a25db12b5a53,163,-7.25,170.25
89,96de7c24-00eb-11e8-8743-a08db8bcf5f7,7,-7.5,14.5
330,fe3217ec-9a0f-11e8-b345-107bb12b5a53,18,-8.333333333333332,26.333333333333332
405,96de7c24-00eb-11e8-8743-a08db8bcf5f7,6,-8.5,14.5
516,96de7c24-00eb-11e8-8743-a08db8bcf5f7,6,-8.5,14.5
399,fa5e724a-9baa-11e8-856a-eb1702e95e35,1,-8.5,9.5
441,d89a2080-994f-11e8-b4bc-2078d824af27,6,-8.666666666666666,14.666666666666666
326,36b1feec-9ae3-11e8-8c2d-1e0e02e95e35,32,-9.0,41.0
298,aa8477c6-a224-11e8-b201-41d95f45639c,16,-9.0,25.0
14,b769cd20-a2b4-11e8-9c73-8f4a631f500f,91,-9.0,100.0
475,b9a82542-971e-11e8-815e-fc60c095174f,0,-9.166666666666666,9.166666666666666
118,138ad2d4-9559-11e8-993b-2078d824af27,118,-9.333333333333329,127.33333333333333
436,fa5e724a-9baa-11e8-856a-eb1702e95e35,0,-9.5,9.5
45,bc306efe-a44e-11e8-b3aa-41d95f45639c,7,-9.5,16.5
248,3924a578-9659-11e8-ae1c-fc60c095174f,24,-9.57142857142857,33.57142857142857
254,9f71df54-a215-11e8-92a5-8f4a631f500f,13,-10.8,23.8
274,45b330ee-9a18-11e8-b397-f017b12b5a53,74,-11.25,85.25
152,108aa054-96fe-11e8-bcbd-2078d824af27,46,-11.399999999999999,57.4
104,9812c736-a211-11e8-9004-8f4a631f500f,42,-11.799999999999997,53.8
355,6d99ea58-a125-11e8-85de-8f4a631f500f,22,-11.799999999999997,33.8
257,1c419614-9fb9-11e8-b9f9-eb1702e95e35,13,-12.0,25.0
395,aa8477c6-a224-11e8-b201-41d95f45639c,13,-12.0,25.0
459,9258c4e2-9188-11e8-baef-fc60c095174f,0,-12.333333333333334,12.333333333333334
341,b6f434f0-9631-11e8-8a60-fc60c095174f,9,-12.5,21.5
184,3924a578-9659-11e8-ae1c-fc60c095174f,21,-12.57142857142857,33.57142857142857
462,3924a578-9659-11e8-ae1c-fc60c095174f,21,-12.57142857142857,33.57142857142857
117,9812c736-a211-11e8-9004-8f4a631f500f,41,-12.799999999999997,53.8
418,1f0b2036-a22f-11e8-9d4d-8f4a631f500f,38,-13.200000000000003,51.2
511,3080a7a0-81b4-11e8-9638-f86fca9e9af2,1,-13.333333333333334,14.333333333333334
444,3080a7a0-81b4-11e8-9638-f86fca9e9af2,1,-13.333333333333334,14.333333333333334
304,6d99ea58-a125-11e8-85de-8f4a631f500f,20,-13.799999999999997,33.8
145,c97f5c78-9977-11e8-a79d-852902e95e35,57,-14.0,71.0
296,6d99ea58-a125-11e8-85de-8f4a631f500f,19,-14.799999999999997,33.8
428,1c3a3da4-a06a-11e8-815c-41d95f45639c,2,-15.0,17.0
53,fe3217ec-9a0f-11e8-b345-107bb12b5a53,11,-15.333333333333332,26.333333333333332
347,e9383386-995f-11e8-a4ed-852902e95e35,15,-15.333333333333332,30.333333333333332
282,b6f434f0-9631-11e8-8a60-fc60c095174f,6,-15.5,21.5
315,6586e2d8-a14f-11e8-afd8-8f4a631f500f,35,-16.4,51.4
234,5ee74e7c-9ef2-11e8-9047-eb1702e95e35,53,-16.5,69.5
281,3924a578-9659-11e8-ae1c-fc60c095174f,17,-16.57142857142857,33.57142857142857
75,21b31f3a-a12d-11e8-be1d-41d95f45639c,115,-17.166666666666657,132.16666666666666
116,c5eb79ce-a085-11e8-a080-41d95f45639c,29,-17.200000000000003,46.2
466,1f70904e-9b02-11e8-bc21-f017b12b5a53,8,-17.4,25.4
259,3bfd7946-9014-11e8-833b-2078d824af27,22,-18.0,40.0
235,108aa054-96fe-11e8-bcbd-2078d824af27,38,-19.4,57.4
350,42321806-94b7-11e8-9e55-fc60c095174f,52,-20.0,72.0
534,1c419614-9fb9-11e8-b9f9-eb1702e95e35,5,-20.0,25.0
522,adcf3b3c-9ef0-11e8-a762-a25db12b5a53,5,-20.25,25.25
505,1f70904e-9b02-11e8-bc21-f017b12b5a53,5,-20.4,25.4
40,6c6da284-9f98-11e8-bbcf-eb1702e95e35,294,-21.0,315.0
153,907ae110-96eb-11e8-96a7-fc60c095174f,46,-22.200000000000003,68.2
181,c5eb79ce-a085-11e8-a080-41d95f45639c,24,-22.200000000000003,46.2
113,907ae110-96eb-11e8-96a7-fc60c095174f,46,-22.200000000000003,68.2
140,7dedba16-9bd4-11e8-b6f7-a25db12b5a53,85,-22.400000000000006,107.4
146,78c3ab34-a487-11e8-9645-8f4a631f500f,2,-23.0,25.0
160,6586e2d8-a14f-11e8-afd8-8f4a631f500f,27,-24.4,51.4
335,9812c736-a211-11e8-9004-8f4a631f500f,28,-25.799999999999997,53.8
245,456b68e4-9ca8-11e8-884c-eb1702e95e35,20,-26.0,46.0
214,ea50192c-9708-11e8-82a3-2078d824af27,82,-26.599999999999994,108.6
70,a5956c8a-9ee0-11e8-ad05-a25db12b5a53,151,-27.333333333333343,178.33333333333334
310,6586e2d8-a14f-11e8-afd8-8f4a631f500f,24,-27.4,51.4
139,bce1283c-a1fd-11e8-897e-41d95f45639c,63,-28.0,91.0
368,a1ef9464-9a46-11e8-8b2a-1e0e02e95e35,9,-28.75,37.75
24,e028d788-a1f1-11e8-9f37-8f4a631f500f,422,-29.0,451.0
321,c43b5286-a146-11e8-bf2c-8f4a631f500f,60,-30.599999999999994,90.6
456,a834ff8a-93d9-11e8-ae17-2078d824af27,13,-31.0,44.0
364,6586e2d8-a14f-11e8-afd8-8f4a631f500f,20,-31.4,51.4
252,94bc8c7e-9c8b-11e8-a40e-a25db12b5a53,236,-31.75,267.75
99,45b330ee-9a18-11e8-b397-f017b12b5a53,52,-33.25,85.25
159,99301356-9953-11e8-8039-2078d824af27,27,-33.5,60.5
490,3924a578-9659-11e8-ae1c-fc60c095174f,0,-33.57142857142857,33.57142857142857
559,85c70544-9a3f-11e8-8dd7-f017b12b5a53,157,-33.66666666666666,190.66666666666666
384,421f65a6-93f6-11e8-925d-fc60c095174f,54,-34.75,88.75
340,456b68e4-9ca8-11e8-884c-eb1702e95e35,11,-35.0,46.0
227,c97f5c78-9977-11e8-a79d-852902e95e35,36,-35.0,71.0
299,1f0b2036-a22f-11e8-9d4d-8f4a631f500f,16,-35.2,51.2
317,c43b5286-a146-11e8-bf2c-8f4a631f500f,55,-35.599999999999994,90.6
200,a1ef9464-9a46-11e8-8b2a-1e0e02e95e35,2,-35.75,37.75
149,f0342652-96f5-11e8-83ad-2078d824af27,34,-37.0,71.0
25,50d199a0-a460-11e8-98a1-41d95f45639c,171,-37.5,208.5
373,c5eb79ce-a085-11e8-a080-41d95f45639c,8,-38.2,46.2
314,108aa054-96fe-11e8-bcbd-2078d824af27,19,-38.4,57.4
413,d95fc914-170b-11e8-b027-36686c0143b9,220,-39.333333333333314,259.3333333333333
427,69f972a4-a168-11e8-9077-41d95f45639c,107,-41.16666666666666,148.16666666666666
517,c5eb79ce-a085-11e8-a080-41d95f45639c,5,-41.2,46.2
158,f0342652-96f5-11e8-83ad-2078d824af27,29,-42.0,71.0
229,bce1283c-a1fd-11e8-897e-41d95f45639c,48,-43.0,91.0
406,c97f5c78-9977-11e8-a79d-852902e95e35,28,-43.0,71.0
286,7dedba16-9bd4-11e8-b6f7-a25db12b5a53,63,-44.400000000000006,107.4
348,bce1283c-a1fd-11e8-897e-41d95f45639c,45,-46.0,91.0
358,e129338e-963f-11e8-a542-2078d824af27,12,-46.6,58.6
365,e129338e-963f-11e8-a542-2078d824af27,12,-46.6,58.6
383,07b77414-9f98-11e8-b572-eb1702e95e35,23,-46.66666666666667,69.66666666666667
336,e129338e-963f-11e8-a542-2078d824af27,11,-47.6,58.6
194,4f70ab5a-9a33-11e8-a608-f017b12b5a53,88,-49.25,137.25
111,c83591a6-a05d-11e8-af80-8f4a631f500f,210,-49.71428571428572,259.7142857142857
331,7dedba16-9bd4-11e8-b6f7-a25db12b5a53,57,-50.400000000000006,107.4
352,ea50192c-9708-11e8-82a3-2078d824af27,56,-52.599999999999994,108.6
250,85c70544-9a3f-11e8-8dd7-f017b12b5a53,138,-52.66666666666666,190.66666666666666
211,69f972a4-a168-11e8-9077-41d95f45639c,95,-53.16666666666666,148.16666666666666
410,5ee74e7c-9ef2-11e8-9047-eb1702e95e35,16,-53.5,69.5
263,5465e68c-9968-11e8-b9c7-852902e95e35,95,-53.599999999999994,148.6
119,c43b5286-a146-11e8-bf2c-8f4a631f500f,36,-54.599999999999994,90.6
450,45b330ee-9a18-11e8-b397-f017b12b5a53,30,-55.25,85.25
215,f462cb8c-957b-11e8-b8cb-fc60c095174f,6,-55.5,61.5
376,99301356-9953-11e8-8039-2078d824af27,5,-55.5,60.5
433,fb4e9adc-958c-11e8-89f9-fc60c095174f,31,-58.14285714285714,89.14285714285714
354,907ae110-96eb-11e8-96a7-fc60c095174f,10,-58.2,68.2
251,21b31f3a-a12d-11e8-be1d-41d95f45639c,73,-59.16666666666666,132.16666666666666
472,f462cb8c-957b-11e8-b8cb-fc60c095174f,2,-59.5,61.5
216,163999e2-9af0-11e8-87aa-1e0e02e95e35,63,-59.66666666666667,122.66666666666667
307,f0342652-96f5-11e8-83ad-2078d824af27,10,-61.0,71.0
564,42321806-94b7-11e8-9e55-fc60c095174f,9,-63.0,72.0
266,82386dd2-9ba2-11e8-86e9-a25db12b5a53,53,-63.8,116.8
372,fb4e9adc-958c-11e8-89f9-fc60c095174f,25,-64.14285714285714,89.14285714285714
338,7dedba16-9bd4-11e8-b6f7-a25db12b5a53,43,-64.4,107.4
328,4b3cddae-9a2b-11e8-a40c-1e0e02e95e35,69,-66.85714285714286,135.85714285714286
443,421f65a6-93f6-11e8-925d-fc60c095174f,20,-68.75,88.75
370,fcf7151c-94ce-11e8-9aff-fc60c095174f,21,-69.25,90.25
453,421f65a6-93f6-11e8-925d-fc60c095174f,19,-69.75,88.75
288,21b31f3a-a12d-11e8-be1d-41d95f45639c,61,-71.16666666666666,132.16666666666666
438,421f65a6-93f6-11e8-925d-fc60c095174f,17,-71.75,88.75
198,a5dc0066-a154-11e8-84d8-8f4a631f500f,249,-72.5,321.5
337,82386dd2-9ba2-11e8-86e9-a25db12b5a53,43,-73.8,116.8
343,0814e520-9d3d-11e8-89aa-a25db12b5a53,170,-74.875,244.875
378,fb4e9adc-958c-11e8-89f9-fc60c095174f,13,-76.14285714285714,89.14285714285714
36,94bc8c7e-9c8b-11e8-a40e-a25db12b5a53,189,-78.75,267.75
4,3446b5f6-956d-11e8-a183-fc60c095174f,124,-81.9,205.9
276,421f65a6-93f6-11e8-925d-fc60c095174f,6,-82.75,88.75
168,fb4e9adc-958c-11e8-89f9-fc60c095174f,5,-84.14285714285714,89.14285714285714
232,69f972a4-a168-11e8-9077-41d95f45639c,64,-84.16666666666666,148.16666666666666
379,421f65a6-93f6-11e8-925d-fc60c095174f,3,-85.75,88.75
533,fb4e9adc-958c-11e8-89f9-fc60c095174f,3,-86.14285714285714,89.14285714285714
451,3446b5f6-956d-11e8-a183-fc60c095174f,119,-86.9,205.9
322,138ad2d4-9559-11e8-993b-2078d824af27,39,-88.33333333333333,127.33333333333333
424,f7b56108-8e75-11e8-b34d-8869a7fcb7dc,264,-89.33333333333331,353.3333333333333
537,fcf7151c-94ce-11e8-9aff-fc60c095174f,0,-90.25,90.25
179,a5dc0066-a154-11e8-84d8-8f4a631f500f,231,-90.5,321.5
334,82386dd2-9ba2-11e8-86e9-a25db12b5a53,24,-92.8,116.8
401,8453807a-93f0-11e8-b468-fc60c095174f,107,-96.0,203.0
327,6d7eb81e-9af9-11e8-88d9-f017b12b5a53,40,-97.11111111111111,137.11111111111111
367,163999e2-9af0-11e8-87aa-1e0e02e95e35,25,-97.66666666666667,122.66666666666667
290,10e87e8a-94a2-11e8-ba78-2078d824af27,265,-98.625,363.625
291,6d7eb81e-9af9-11e8-88d9-f017b12b5a53,38,-99.11111111111111,137.11111111111111
339,5465e68c-9968-11e8-b9c7-852902e95e35,47,-101.6,148.6
246,a5956c8a-9ee0-11e8-ad05-a25db12b5a53,76,-102.33333333333334,178.33333333333334
329,5465e68c-9968-11e8-b9c7-852902e95e35,46,-102.6,148.6
268,6d7eb81e-9af9-11e8-88d9-f017b12b5a53,34,-103.11111111111111,137.11111111111111
542,94bc8c7e-9c8b-11e8-a40e-a25db12b5a53,164,-103.75,267.75
417,163999e2-9af0-11e8-87aa-1e0e02e95e35,17,-105.66666666666667,122.66666666666667
42,9a432d1c-9fa9-11e8-b1b7-a25db12b5a53,51,-106.19999999999999,157.2
548,163999e2-9af0-11e8-87aa-1e0e02e95e35,15,-107.66666666666667,122.66666666666667
369,4f70ab5a-9a33-11e8-a608-f017b12b5a53,29,-108.25,137.25
563,4b3cddae-9a2b-11e8-a40c-1e0e02e95e35,25,-110.85714285714286,135.85714285714286
480,4b3cddae-9a2b-11e8-a40c-1e0e02e95e35,25,-110.85714285714286,135.85714285714286
81,4b3cddae-9a2b-11e8-a40c-1e0e02e95e35,24,-111.85714285714286,135.85714285714286
396,5465e68c-9968-11e8-b9c7-852902e95e35,34,-114.6,148.6
289,9a432d1c-9fa9-11e8-b1b7-a25db12b5a53,42,-115.19999999999999,157.2
351,3446b5f6-956d-11e8-a183-fc60c095174f,90,-115.9,205.9
393,5465e68c-9968-11e8-b9c7-852902e95e35,32,-116.6,148.6
306,2104c2e2-9eca-11e8-ba53-eb1702e95e35,40,-118.66666666666666,158.66666666666666
552,6d7eb81e-9af9-11e8-88d9-f017b12b5a53,14,-123.11111111111111,137.11111111111111
518,4b3cddae-9a2b-11e8-a40c-1e0e02e95e35,12,-123.85714285714286,135.85714285714286
387,6d7eb81e-9af9-11e8-88d9-f017b12b5a53,13,-124.11111111111111,137.11111111111111
374,7990d002-9fbc-11e8-9724-a25db12b5a53,45,-125.25,170.25
52,85c70544-9a3f-11e8-8dd7-f017b12b5a53,65,-125.66666666666666,190.66666666666666
63,69f972a4-a168-11e8-9077-41d95f45639c,22,-126.16666666666666,148.16666666666666
21,94bc8c7e-9c8b-11e8-a40e-a25db12b5a53,141,-126.75,267.75
479,3446b5f6-956d-11e8-a183-fc60c095174f,79,-126.9,205.9
498,6d7eb81e-9af9-11e8-88d9-f017b12b5a53,9,-128.11111111111111,137.11111111111111
499,fd0296d2-93ff-11e8-a43c-fc60c095174f,59,-128.5,187.5
464,85c70544-9a3f-11e8-8dd7-f017b12b5a53,62,-128.66666666666666,190.66666666666666
155,c8ba8210-94b1-11e8-ac97-2078d824af27,229,-131.2,360.2
69,4f70ab5a-9a33-11e8-a608-f017b12b5a53,3,-134.25,137.25
556,5465e68c-9968-11e8-b9c7-852902e95e35,14,-134.6,148.6
161,0814e520-9d3d-11e8-89aa-a25db12b5a53,109,-135.875,244.875
332,c429cfac-9593-11e8-863b-fc60c095174f,105,-137.25,242.25
35,0e3b9ca8-9ef7-11e8-9137-eb1702e95e35,212,-139.75,351.75
512,9a432d1c-9fa9-11e8-b1b7-a25db12b5a53,17,-140.2,157.2
199,0e3b9ca8-9ef7-11e8-9137-eb1702e95e35,211,-140.75,351.75
95,c429cfac-9593-11e8-863b-fc60c095174f,98,-144.25,242.25
447,5465e68c-9968-11e8-b9c7-852902e95e35,4,-144.6,148.6
277,3446b5f6-956d-11e8-a183-fc60c095174f,60,-145.9,205.9
305,c429cfac-9593-11e8-863b-fc60c095174f,94,-148.25,242.25
297,72319330-9ed3-11e8-8dc8-eb1702e95e35,39,-148.33333333333334,187.33333333333334
513,fd0296d2-93ff-11e8-a43c-fc60c095174f,37,-150.5,187.5
371,a5dc0066-a154-11e8-84d8-8f4a631f500f,171,-150.5,321.5
97,d138d0c6-9bf6-11e8-8f8e-eb1702e95e35,261,-151.875,412.875
123,7990d002-9fbc-11e8-9724-a25db12b5a53,18,-152.25,170.25
213,a5dc0066-a154-11e8-84d8-8f4a631f500f,169,-152.5,321.5
301,3446b5f6-956d-11e8-a183-fc60c095174f,49,-156.9,205.9
120,a5dc0066-a154-11e8-84d8-8f4a631f500f,159,-162.5,321.5
316,c429cfac-9593-11e8-863b-fc60c095174f,76,-166.25,242.25
419,0814e520-9d3d-11e8-89aa-a25db12b5a53,76,-168.875,244.875
278,2638cfae-9c74-11e8-96ad-a25db12b5a53,83,-170.28571428571428,253.28571428571428
84,d138d0c6-9bf6-11e8-8f8e-eb1702e95e35,233,-179.875,412.875
173,ae91f93c-964f-11e8-aa2d-2078d824af27,96,-184.66666666666669,280.6666666666667
39,94bc8c7e-9c8b-11e8-a40e-a25db12b5a53,82,-185.75,267.75
422,c429cfac-9593-11e8-863b-fc60c095174f,54,-188.25,242.25
557,3446b5f6-956d-11e8-a183-fc60c095174f,16,-189.9,205.9
510,f7b56108-8e75-11e8-b34d-8869a7fcb7dc,160,-193.33333333333331,353.3333333333333
180,ae91f93c-964f-11e8-aa2d-2078d824af27,85,-195.66666666666669,280.6666666666667
271,3d66192a-9490-11e8-9907-2078d824af27,109,-201.22222222222223,310.22222222222223
431,0814e520-9d3d-11e8-89aa-a25db12b5a53,39,-205.875,244.875
493,c429cfac-9593-11e8-863b-fc60c095174f,34,-208.25,242.25
455,2638cfae-9c74-11e8-96ad-a25db12b5a53,45,-208.28571428571428,253.28571428571428
333,c83591a6-a05d-11e8-af80-8f4a631f500f,50,-209.71428571428572,259.7142857142857
272,c83591a6-a05d-11e8-af80-8f4a631f500f,47,-212.71428571428572,259.7142857142857
190,ae91f93c-964f-11e8-aa2d-2078d824af27,60,-220.66666666666669,280.6666666666667
532,c83591a6-a05d-11e8-af80-8f4a631f500f,35,-224.71428571428572,259.7142857142857
295,c83591a6-a05d-11e8-af80-8f4a631f500f,32,-227.71428571428572,259.7142857142857
515,2638cfae-9c74-11e8-96ad-a25db12b5a53,19,-234.28571428571428,253.28571428571428
186,e028d788-a1f1-11e8-9f37-8f4a631f500f,211,-240.0,451.0
280,1a789cb2-9b07-11e8-b29c-f017b12b5a53,160,-242.33333333333331,402.3333333333333
385,ae91f93c-964f-11e8-aa2d-2078d824af27,28,-252.66666666666669,280.6666666666667
242,6c6da284-9f98-11e8-bbcf-eb1702e95e35,57,-258.0,315.0
311,1a789cb2-9b07-11e8-b29c-f017b12b5a53,137,-265.3333333333333,402.3333333333333
308,1a789cb2-9b07-11e8-b29c-f017b12b5a53,125,-277.3333333333333,402.3333333333333
414,3d66192a-9490-11e8-9907-2078d824af27,30,-280.22222222222223,310.22222222222223
389,6c6da284-9f98-11e8-bbcf-eb1702e95e35,34,-281.0,315.0
361,0e3b9ca8-9ef7-11e8-9137-eb1702e95e35,70,-281.75,351.75
356,3d66192a-9490-11e8-9907-2078d824af27,20,-290.22222222222223,310.22222222222223
463,3d66192a-9490-11e8-9907-2078d824af27,19,-291.22222222222223,310.22222222222223
400,3d66192a-9490-11e8-9907-2078d824af27,17,-293.22222222222223,310.22222222222223
435,c8ba8210-94b1-11e8-ac97-2078d824af27,61,-299.2,360.2
415,1a789cb2-9b07-11e8-b29c-f017b12b5a53,97,-305.3333333333333,402.3333333333333
258,ae8e992c-a08b-11e8-9082-41d95f45639c,174,-308.2857142857143,482.2857142857143
325,3d66192a-9490-11e8-9907-2078d824af27,1,-309.22222222222223,310.22222222222223
562,3d66192a-9490-11e8-9907-2078d824af27,0,-310.22222222222223,310.22222222222223
502,c8ba8210-94b1-11e8-ac97-2078d824af27,30,-330.2,360.2
279,d138d0c6-9bf6-11e8-8f8e-eb1702e95e35,72,-340.875,412.875
391,10e87e8a-94a2-11e8-ba78-2078d824af27,22,-341.625,363.625
241,ae8e992c-a08b-11e8-9082-41d95f45639c,128,-354.2857142857143,482.2857142857143
349,10e87e8a-94a2-11e8-ba78-2078d824af27,9,-354.625,363.625
23,d138d0c6-9bf6-11e8-8f8e-eb1702e95e35,58,-354.875,412.875
553,10e87e8a-94a2-11e8-ba78-2078d824af27,6,-357.625,363.625
476,10e87e8a-94a2-11e8-ba78-2078d824af27,5,-358.625,363.625
482,1a789cb2-9b07-11e8-b29c-f017b12b5a53,42,-360.3333333333333,402.3333333333333
420,10e87e8a-94a2-11e8-ba78-2078d824af27,1,-362.625,363.625
41,ae8e992c-a08b-11e8-9082-41d95f45639c,117,-365.2857142857143,482.2857142857143
243,ae8e992c-a08b-11e8-9082-41d95f45639c,116,-366.2857142857143,482.2857142857143
409,ae8e992c-a08b-11e8-9082-41d95f45639c,112,-370.2857142857143,482.2857142857143
359,d138d0c6-9bf6-11e8-8f8e-eb1702e95e35,35,-377.875,412.875
546,1a789cb2-9b07-11e8-b29c-f017b12b5a53,16,-386.3333333333333,402.3333333333333
445,d138d0c6-9bf6-11e8-8f8e-eb1702e95e35,20,-392.875,412.875
237,335b20e6-9f90-11e8-80d1-eb1702e95e35,359,-401.4,760.4
132,510a1d42-9c87-11e8-9dc5-a25db12b5a53,279,-484.0909090909091,763.0909090909091
131,510a1d42-9c87-11e8-9dc5-a25db12b5a53,263,-500.0909090909091,763.0909090909091
519,510a1d42-9c87-11e8-9dc5-a25db12b5a53,177,-586.0909090909091,763.0909090909091
219,510a1d42-9c87-11e8-9dc5-a25db12b5a53,118,-645.0909090909091,763.0909090909091
503,510a1d42-9c87-11e8-9dc5-a25db12b5a53,108,-655.0909090909091,763.0909090909091
508,335b20e6-9f90-11e8-80d1-eb1702e95e35,87,-673.4,760.4
561,510a1d42-9c87-11e8-9dc5-a25db12b5a53,79,-684.0909090909091,763.0909090909091
460,335b20e6-9f90-11e8-80d1-eb1702e95e35,57,-703.4,760.4
