"docUuid","visitors","desktop_search_R","desktop_search_V","desktop_search_S3"
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","5397",19,35,19
"c429cfac-9593-11e8-863b-fc60c095174f","5372",46,76,48
"c43b5286-a146-11e8-bf2c-8f4a631f500f","5363",20,55,53
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","5343",6,8,6
"b9a82542-971e-11e8-815e-fc60c095174f","5342",1,2,1
"aa8477c6-a224-11e8-b201-41d95f45639c","5335",18,24,21
"c43b5286-a146-11e8-bf2c-8f4a631f500f","5268",17,60,50
"138ad2d4-9559-11e8-993b-2078d824af27","5167",30,39,32
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","5154",0,0,0
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","5007",2,2,2
"3d66192a-9490-11e8-9907-2078d824af27","4992",1,1,1
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","4952",18,32,26
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","4938",30,40,31
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","4916",54,69,56
"5465e68c-9968-11e8-b9c7-852902e95e35","4842",37,46,39
"fe3217ec-9a0f-11e8-b345-107bb12b5a53","4822",8,18,13
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","4792",33,57,37
"c429cfac-9593-11e8-863b-fc60c095174f","4786",51,105,57
"c83591a6-a05d-11e8-af80-8f4a631f500f","4782",41,50,41
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","4756",19,24,22
"9812c736-a211-11e8-9004-8f4a631f500f","4750",13,28,15
"e129338e-963f-11e8-a542-2078d824af27","4645",10,11,10
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","4625",36,43,39
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","4611",30,43,30
"5465e68c-9968-11e8-b9c7-852902e95e35","4600",43,47,45
"456b68e4-9ca8-11e8-884c-eb1702e95e35","4579",9,11,10
"b6f434f0-9631-11e8-8a60-fc60c095174f","4523",7,9,7
"fe061f3a-06a2-11e8-9dee-328f588b2a65","4401",0,0,0
"0814e520-9d3d-11e8-89aa-a25db12b5a53","4344",81,170,78
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","4329",5,5,6
"21b31f3a-a12d-11e8-be1d-41d95f45639c","4323",115,129,124
"cf8d0e1c-9639-11e8-936f-2078d824af27","4280",3,4,4
"e9383386-995f-11e8-a4ed-852902e95e35","4276",7,15,11
"bce1283c-a1fd-11e8-897e-41d95f45639c","4265",22,45,27
"10e87e8a-94a2-11e8-ba78-2078d824af27","4224",9,9,9
"42321806-94b7-11e8-9e55-fc60c095174f","4223",42,52,43
"3446b5f6-956d-11e8-a183-fc60c095174f","4101",75,90,85
"ea50192c-9708-11e8-82a3-2078d824af27","4046",45,56,50
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","3981",7,8,8
"907ae110-96eb-11e8-96a7-fc60c095174f","3976",6,10,9
"6d99ea58-a125-11e8-85de-8f4a631f500f","3787",18,22,18
"3d66192a-9490-11e8-9907-2078d824af27","3749",17,20,18
"cf8d0e1c-9639-11e8-936f-2078d824af27","3724",5,9,6
"e129338e-963f-11e8-a542-2078d824af27","3704",9,12,11
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","3696",29,35,30
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","3682",0,0,0
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","3680",60,70,66
"545ac28c-8c04-11e8-8f45-e0e8393def43","3600",0,0,0
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","3514",5,7,6
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","3451",8,20,10
"e129338e-963f-11e8-a542-2078d824af27","3415",12,12,12
"d95fc914-170b-11e8-b027-36686c0143b9","3409",177,295,149
"163999e2-9af0-11e8-87aa-1e0e02e95e35","3402",17,25,17
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","3399",6,9,7
"4f70ab5a-9a33-11e8-a608-f017b12b5a53","3373",20,29,20
"fcf7151c-94ce-11e8-9aff-fc60c095174f","3358",13,21,14
"a5dc0066-a154-11e8-84d8-8f4a631f500f","3358",146,171,161
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3354",16,25,17
"c5eb79ce-a085-11e8-a080-41d95f45639c","3319",6,8,6
"7990d002-9fbc-11e8-9724-a25db12b5a53","3306",41,45,42
"d1a1b35a-93ce-11e8-bcba-fc60c095174f","3261",32,42,33
"99301356-9953-11e8-8039-2078d824af27","3210",3,5,5
"fdc8b106-8a58-11e8-8695-e0e8393def43","3191",1,1,1
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3159",9,13,10
"421f65a6-93f6-11e8-925d-fc60c095174f","3139",3,3,3
"1a449504-6a36-11e8-86b0-85aca6a83071","3044",0,0,0
"cc881dae-220a-11e8-a885-7f6bd0dd5d77","3043",0,0,0
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","3033",1,1,1
"07b77414-9f98-11e8-b572-eb1702e95e35","3020",21,23,21
"421f65a6-93f6-11e8-925d-fc60c095174f","3018",41,54,46
"ae91f93c-964f-11e8-aa2d-2078d824af27","3003",13,28,13
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","2900",0,0,0
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","2873",11,13,11
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","2840",9,12,9
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","2832",20,34,20
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","2805",0,0,0
"10e87e8a-94a2-11e8-ba78-2078d824af27","2796",18,22,19
"891d4278-67d4-11e8-9a86-fb1b3249e00a","2777",4,5,4
"5465e68c-9968-11e8-b9c7-852902e95e35","2739",26,32,27
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","2713",13,41,13
"aa8477c6-a224-11e8-b201-41d95f45639c","2710",12,13,13
"5465e68c-9968-11e8-b9c7-852902e95e35","2695",30,34,32
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","2693",2,2,2
"9258c4e2-9188-11e8-baef-fc60c095174f","2674",15,24,15
"fa5e724a-9baa-11e8-856a-eb1702e95e35","2674",1,1,1
"3d66192a-9490-11e8-9907-2078d824af27","2669",17,17,17
"8453807a-93f0-11e8-b468-fc60c095174f","2664",81,107,82
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","2660",0,0,0
"d95fc914-170b-11e8-b027-36686c0143b9","2651",139,263,110
"11dd5cd2-414d-11e8-8d21-a1e87e988848","2632",1,1,1
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","2605",3,6,2
"c97f5c78-9977-11e8-a79d-852902e95e35","2595",17,28,18
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","2547",0,0,0
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","2544",2,2,2
"ae8e992c-a08b-11e8-9082-41d95f45639c","2537",75,112,84
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","2506",14,16,15
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","2487",0,0,0
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","2485",1,1,1
"d95fc914-170b-11e8-b027-36686c0143b9","2480",103,220,85
"3d66192a-9490-11e8-9907-2078d824af27","2467",26,30,27
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","2463",68,97,88
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","2452",0,0,0
"163999e2-9af0-11e8-87aa-1e0e02e95e35","2450",12,17,12
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","2399",32,38,32
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2398",31,76,31
"10e87e8a-94a2-11e8-ba78-2078d824af27","2382",0,1,1
"3bfd7946-9014-11e8-833b-2078d824af27","2377",26,37,21
"c429cfac-9593-11e8-863b-fc60c095174f","2358",21,54,23
"e289578e-0109-11e8-abb3-a08db8bcf5f7","2323",0,0,0
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","2309",223,264,252
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","2304",1,2,0
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","2295",0,0,0
"69f972a4-a168-11e8-9077-41d95f45639c","2271",74,107,74
"1c3a3da4-a06a-11e8-815c-41d95f45639c","2264",1,2,2
"afcaa190-1df1-11e8-805a-deccd0dd5d77","2257",1,1,1
"57203bf0-6fa3-11e8-b5a2-70a303c1ce92","2246",0,1,0
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2237",14,39,12
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","2219",1,1,1
"fb4e9adc-958c-11e8-89f9-fc60c095174f","2218",25,31,26
"c68d5b34-0546-11e8-b8df-6836f727bb7d","2185",0,0,0
"c8ba8210-94b1-11e8-ac97-2078d824af27","2169",39,61,41
"fa5e724a-9baa-11e8-856a-eb1702e95e35","2167",0,0,0
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","2151",0,0,0
"421f65a6-93f6-11e8-925d-fc60c095174f","2126",14,17,16
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","2112",0,0,0
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","2107",10,12,10
"d89a2080-994f-11e8-b4bc-2078d824af27","2088",4,6,5
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","2070",0,0,0
"421f65a6-93f6-11e8-925d-fc60c095174f","2061",14,20,19
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","2054",1,1,1
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","2051",15,20,15
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","2048",0,0,0
"5465e68c-9968-11e8-b9c7-852902e95e35","2009",4,4,4
"2ddf22de-868b-11e8-95d8-f63dca9e9af2","1999",0,0,0
"c183bb3e-6bb6-11e8-8f74-8ed2e26c6167","1975",0,0,0
"45b330ee-9a18-11e8-b397-f017b12b5a53","1959",19,30,25
"3446b5f6-956d-11e8-a183-fc60c095174f","1953",105,119,110
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","1947",1,1,1
"421f65a6-93f6-11e8-925d-fc60c095174f","1916",15,19,19
"5277927e-0fef-11e8-b2b2-02ed3694657e","1912",0,0,0
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1857",29,45,34
"a834ff8a-93d9-11e8-ae17-2078d824af27","1836",10,13,11
"8d837ec6-00fb-11e8-9f84-d6fd8c1371f3","1822",0,0,0
"1a25424e-917d-11e8-9d5b-2078d824af27","1813",36,42,37
"9258c4e2-9188-11e8-baef-fc60c095174f","1805",0,0,0
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1795",53,57,55
"9294dd66-7f58-11e8-ac01-22576382b57d","1790",0,0,0
"3924a578-9659-11e8-ae1c-fc60c095174f","1772",18,21,19
"3d66192a-9490-11e8-9907-2078d824af27","1741",14,19,17
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1721",36,62,39
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","1719",3,5,5
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1701",6,8,6
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1694",10,10,10
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","1685",0,0,0
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1684",371,493,392
"25c3bace-00e9-11e8-991b-00bd8c1371f3","1681",0,0,0
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","1678",0,0,0
"f462cb8c-957b-11e8-b8cb-fc60c095174f","1659",0,2,0
"7b7dc7ec-017b-11e8-b43b-a08db8bcf5f7","1655",0,0,0
"5277927e-0fef-11e8-b2b2-02ed3694657e","1645",1,1,1
"b9a82542-971e-11e8-815e-fc60c095174f","1640",0,0,0
"10e87e8a-94a2-11e8-ba78-2078d824af27","1626",4,5,4
"add99d66-878f-11e8-b0f7-f63dca9e9af2","1625",0,0,0
"d5b9ac3c-3671-11e8-a522-c70d7f988848","1624",0,0,0
"3446b5f6-956d-11e8-a183-fc60c095174f","1600",68,79,71
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1581",22,25,23
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1570",354,490,380
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1570",29,42,37
"afcaa190-1df1-11e8-805a-deccd0dd5d77","1560",0,0,0
"6ff50a26-44a0-11e8-9e48-de2ce12992ad","1554",0,0,0
"0814e520-9d3d-11e8-89aa-a25db12b5a53","1554",148,337,148
"6725a662-328f-11e8-8066-9e0d2a124413","1535",0,0,0
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1531",8,8,8
"f8f22494-91ad-11e8-ac8f-fc60c095174f","1520",25,33,26
"5d1ae9ee-8374-11e8-a094-f86fca9e9af2","1496",0,0,0
"3924a578-9659-11e8-ae1c-fc60c095174f","1487",0,0,0
"68fbf22e-6fb7-11e8-8028-f0a9a6a83071","1486",0,0,0
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","1485",0,0,0
"c429cfac-9593-11e8-863b-fc60c095174f","1468",17,34,17
"e53a6e88-90a5-11e8-a466-2078d824af27","1459",2,2,2
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","1456",1,1,1
"e60d6780-5814-11e8-81c8-c044553edb85","1453",0,0,0
"5bca5b5c-013c-11e8-a44d-a08db8bcf5f7","1448",0,0,0
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1448",8,9,8
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1443",23,59,24
"e4525d10-6962-11e8-bf55-fb1b3249e00a","1431",0,0,0
"9f71df54-a215-11e8-92a5-8f4a631f500f","1430",11,18,12
"c8ba8210-94b1-11e8-ac97-2078d824af27","1376",23,30,23
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1372",96,108,97
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","1363",0,0,0
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1359",3,5,3
"2ff21c08-916b-11e8-80ce-fc60c095174f","1355",0,0,0
"57203bf0-6fa3-11e8-b5a2-70a303c1ce92","1347",0,0,0
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1340",71,87,75
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","1315",0,0,0
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","1312",130,160,146
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","1310",1,1,0
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","1305",12,17,12
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1283",20,37,21
"6d083cde-8505-11e8-83d1-d8cdf617378b","1282",0,0,0
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1279",13,19,13
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1276",5,6,5
"c5eb79ce-a085-11e8-a080-41d95f45639c","1263",4,5,4
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1257",10,12,11
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1249",161,177,162
"c8163874-8a96-11e8-ae59-e0e8393def43","1248",0,0,0
"e53a6e88-90a5-11e8-a466-2078d824af27","1237",0,0,0
"adcf3b3c-9ef0-11e8-a762-a25db12b5a53","1223",3,5,3
"25c3bc04-00e9-11e8-991b-00bd8c1371f3","1221",0,0,0
"3446b5f6-956d-11e8-a183-fc60c095174f","1219",222,264,243
"bc8797e6-011b-11e8-90cd-d6fd8c1371f3","1216",0,0,0
"a20ce268-00e9-11e8-94e6-cf60b8bcf5f7","1211",0,0,0
"9258c4e2-9188-11e8-baef-fc60c095174f","1197",5,13,5
"549cf932-7aa6-11e8-9740-4ceaba6bc217","1177",0,0,0
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1176",9,23,9
"e53a6e88-90a5-11e8-a466-2078d824af27","1174",3,3,3
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","1166",2,2,2
"c83591a6-a05d-11e8-af80-8f4a631f500f","1149",32,35,32
"fb4e9adc-958c-11e8-89f9-fc60c095174f","1145",3,3,3
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","1144",4,5,4
"e53a6e88-90a5-11e8-a466-2078d824af27","1143",19,23,20
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","1134",1,1,1
"fcf7151c-94ce-11e8-9aff-fc60c095174f","1133",0,0,0
"158570c8-747d-11e8-aa2c-f0a9a6a83071","1124",1,1,1
"e53a6e88-90a5-11e8-a466-2078d824af27","1114",6,6,6
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","1114",2,2,2
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","1109",0,0,0
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1106",129,164,134
"a200ee44-0559-11e8-8b73-6836f727bb7d","1105",0,0,0
"1c7149de-7ea0-11e8-ada7-22576382b57d","1100",0,0,0
"925488dc-8e54-11e8-a0ec-e0e8393def43","1099",0,0,0
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1083",10,16,13
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1081",11,11,11
"163999e2-9af0-11e8-87aa-1e0e02e95e35","1080",14,15,14
"b2c1fd62-6a4a-11e8-a6f6-8ed2e26c6167","1070",0,0,0
"cfeecb0e-8f2f-11e8-80da-e0e8393def43","1070",0,0,0
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","1050",5,5,5
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1040",11,14,11
"10e87e8a-94a2-11e8-ba78-2078d824af27","1039",6,6,6
"925488dc-8e54-11e8-a0ec-e0e8393def43","1030",9,11,9
"21b31f3a-a12d-11e8-be1d-41d95f45639c","1017",134,156,143
"5465e68c-9968-11e8-b9c7-852902e95e35","1013",13,14,13
"3446b5f6-956d-11e8-a183-fc60c095174f","1011",15,16,16
"e4525d10-6962-11e8-bf55-fb1b3249e00a","1011",2,3,3
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1009",109,157,114
"ad7927ea-00eb-11e8-9bcc-a08db8bcf5f7","1009",0,0,0
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1006",68,79,72
"3d66192a-9490-11e8-9907-2078d824af27","1005",0,0,0
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1003",20,25,22
"42321806-94b7-11e8-9e55-fc60c095174f","1000",6,9,6
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","995",0,1,0
"f754c07e-0981-11e8-a994-4194588b2a65","993",0,0,0
"c8163874-8a96-11e8-ae59-e0e8393def43","988",1,1,1
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","986",9,16,9
"b80ec268-8517-11e8-b5d2-d8cdf617378b","968",0,1,1
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","964",12,19,13
"04967534-0bdf-11e8-ae62-ea2c588b2a65","952",0,0,0
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","946",6,7,6
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","946",189,268,205
"a2aae3bc-8025-11e8-b4c6-4ceaba6bc217","945",0,0,0
"cf8d0e1c-9639-11e8-936f-2078d824af27","939",2,3,2
"ebddb200-6a20-11e8-ac62-85aca6a83071","936",0,0,0
"3031c876-90c1-11e8-a3d8-2078d824af27","935",35,42,37
"421f65a6-93f6-11e8-925d-fc60c095174f","933",3,4,3
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","932",119,161,125
"f461b91e-5916-11e8-a944-be327c3166de","928",0,0,0
"7246ba90-8c21-11e8-99b8-e0e8393def43","922",0,0,0
"b7bc51f2-8429-11e8-b57f-f86fca9e9af2","912",0,0,0
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","907",3,3,3
"5465e68c-9968-11e8-b9c7-852902e95e35","902",8,10,8
"3031c876-90c1-11e8-a3d8-2078d824af27","900",0,0,0
"c82a6ac2-791d-11e8-88fa-4ceaba6bc217","892",0,0,0
"9258c4e2-9188-11e8-baef-fc60c095174f","890",8,23,10
"e129338e-963f-11e8-a542-2078d824af27","886",2,4,3
"d046f614-80ff-11e8-a871-d8cdf617378b","883",0,0,0
"421f65a6-93f6-11e8-925d-fc60c095174f","880",2,4,2
"108aa054-96fe-11e8-bcbd-2078d824af27","878",8,13,9
"5465e68c-9968-11e8-b9c7-852902e95e35","862",3,4,3
"295011f0-8439-11e8-88db-f86fca9e9af2","861",0,0,0
"c429cfac-9593-11e8-863b-fc60c095174f","855",1,1,1
"cf8d0e1c-9639-11e8-936f-2078d824af27","845",0,0,0
"c7f9c36e-5f31-11e8-9db8-be327c3166de","842",0,0,0
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","833",26,39,27
"3446b5f6-956d-11e8-a183-fc60c095174f","831",54,65,60
"c881cb96-8c0a-11e8-8ed5-8869a7fcb7dc","829",1,1,1
"b234667a-00e9-11e8-84ee-00bd8c1371f3","829",0,0,0
"8dbef6bc-8112-11e8-9665-f86fca9e9af2","826",0,0,0
"c8ba8210-94b1-11e8-ac97-2078d824af27","826",82,131,90
"fa8f4d4c-8675-11e8-b052-5683a7fcb7dc","825",0,0,0
"45e17a34-72cd-11e8-86ac-f0a9a6a83071","822",0,0,0
"c429cfac-9593-11e8-863b-fc60c095174f","819",1,2,1
"335b20e6-9f90-11e8-80d1-eb1702e95e35","816",30,33,31
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","815",101,119,110
"335b20e6-9f90-11e8-80d1-eb1702e95e35","805",31,43,36
"e9383386-995f-11e8-a4ed-852902e95e35","801",4,5,4
"e20f277a-03ed-11e8-a962-a08db8bcf5f7","799",0,0,0
"e36927f8-00e9-11e8-af1d-cf60b8bcf5f7","796",0,0,0
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","795",15,18,15
"c8ba8210-94b1-11e8-ac97-2078d824af27","785",70,123,81
"96de8e12-00eb-11e8-8743-a08db8bcf5f7","780",0,0,0
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","779",165,235,178
"1f70904e-9b02-11e8-bc21-f017b12b5a53","779",5,6,5
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","779",7,10,8
"c881cb96-8c0a-11e8-8ed5-8869a7fcb7dc","776",0,0,0
"b2991e86-59b2-11e8-a6d2-859bd8b0a68a","772",0,0,0
"040fa184-90b5-11e8-ade0-fc60c095174f","771",18,36,23
"5277927e-0fef-11e8-b2b2-02ed3694657e","771",2,2,2
"639f23a8-00ec-11e8-86c6-d6fd8c1371f3","768",0,0,0
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","766",1,1,1
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","764",19,22,22
"b80ec268-8517-11e8-b5d2-d8cdf617378b","761",0,0,0
"ae91f93c-964f-11e8-aa2d-2078d824af27","756",8,12,8
"d95fc914-170b-11e8-b027-36686c0143b9","749",84,129,73
"7b3a104e-90d0-11e8-af4d-2078d824af27","748",5,6,5
"a7ff3bfe-72e4-11e8-a294-f0a9a6a83071","748",0,0,0
"70897340-89b6-11e8-88c0-8869a7fcb7dc","744",0,0,0
"9a7c9722-2b51-11e8-b493-4092e7e25155","741",0,0,0
"925488dc-8e54-11e8-a0ec-e0e8393def43","738",11,12,11
"d5b9ac3c-3671-11e8-a522-c70d7f988848","738",1,1,1
"5465e68c-9968-11e8-b9c7-852902e95e35","737",3,3,3
"cf8d0e1c-9639-11e8-936f-2078d824af27","731",0,1,0
"c8ba8210-94b1-11e8-ac97-2078d824af27","728",26,48,28
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","727",101,145,106
"f462cb8c-957b-11e8-b8cb-fc60c095174f","726",2,4,2
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","721",14,25,15
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","719",8,15,9
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","717",58,75,66
"dc5f5332-8682-11e8-a5eb-5683a7fcb7dc","715",2,2,2
"10e87e8a-94a2-11e8-ba78-2078d824af27","715",7,7,7
"1434ff5c-625a-11e8-88c9-859bd8b0a68a","714",0,0,0
"c8ba8210-94b1-11e8-ac97-2078d824af27","714",41,65,45
"70819d4e-0501-11e8-876c-fd4a588b2a65","711",0,0,0
"3d66192a-9490-11e8-9907-2078d824af27","709",2,2,2
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","708",23,33,26
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","708",3,3,3
"38293cc4-90b9-11e8-9d44-fc60c095174f","706",10,23,11
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","705",2,3,3
