"docUuid","visitors","desktop_search_R","desktop_search_V","desktop_search_S3"
"8a878d06-8b30-11e8-bd77-8869a7fcb7dc","705",0,0,0
"f6c3a6e6-47b3-11e8-a26f-2f2eb7f3f1c9","704",0,0,0
"5395ae3e-6d69-11e8-bb02-97eea6a83071","703",0,0,0
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","700",0,1,0
"e800fd4a-064d-11e8-bbdb-ef4bf727bb7d","699",0,0,0
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","699",0,1,0
"f9e00a2e-01a2-11e8-b541-a08db8bcf5f7","698",0,0,0
"99c06084-75f2-11e8-9e59-ab7403c1ce92","689",0,0,0
"10e87e8a-94a2-11e8-ba78-2078d824af27","689",2,2,2
"9258c4e2-9188-11e8-baef-fc60c095174f","689",1,2,1
"6af2b36e-2864-11e8-ac57-8994e7e25155","686",0,0,0
"7990d002-9fbc-11e8-9724-a25db12b5a53","685",24,25,24
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","684",98,111,100
"89e5ff32-1d25-11e8-aa47-8fc5d0dd5d77","680",1,1,1
"73a73d14-8f24-11e8-8494-e0e8393def43","678",74,159,78
"c5eb79ce-a085-11e8-a080-41d95f45639c","677",5,8,6
"f73194a8-8a84-11e8-acd7-e0e8393def43","677",0,0,0
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","676",7,14,8
"c8ba8210-94b1-11e8-ac97-2078d824af27","675",25,43,28
"5260e97c-7a0f-11e8-8cc5-22576382b57d","675",0,0,0
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","674",1,2,1
"5423b52c-00f3-11e8-9a58-a08db8bcf5f7","673",0,0,0
"97de674c-46f5-11e8-8ba5-9340d85716e6","672",0,0,0
"aeb9b5b6-00e6-11e8-9694-00bd8c1371f3","672",0,0,0
"fd0296d2-93ff-11e8-a43c-fc60c095174f","669",7,14,8
"394b186c-39a1-11e8-8243-c70d7f988848","668",0,0,0
"57f69890-00e9-11e8-97fa-cf60b8bcf5f7","664",2,2,2
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","663",0,1,1
"30e45474-8bed-11e8-b180-e0e8393def43","662",0,0,0
"e4525d10-6962-11e8-bf55-fb1b3249e00a","660",0,1,1
"73a73d14-8f24-11e8-8494-e0e8393def43","656",82,150,88
"3bfd7946-9014-11e8-833b-2078d824af27","650",17,21,15
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","644",116,150,120
"fb4e9adc-958c-11e8-89f9-fc60c095174f","638",5,5,5
"fd0296d2-93ff-11e8-a43c-fc60c095174f","635",10,17,11
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","633",24,28,25
"f586653a-4942-11e8-8ecf-2f2eb7f3f1c9","632",0,0,0
"74c27e74-72f1-11e8-a25b-f0a9a6a83071","631",0,0,0
"fc4fe9ba-85c2-11e8-817a-5683a7fcb7dc","630",0,0,0
"008b2e78-8e50-11e8-8bc7-8869a7fcb7dc","626",0,0,0
"83ac848c-00f7-11e8-b422-a08db8bcf5f7","625",0,0,0
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","624",1,1,1
"89e5ff32-1d25-11e8-aa47-8fc5d0dd5d77","615",0,0,0
"d21c36b2-00e8-11e8-9a2d-cf60b8bcf5f7","612",3,6,4
"45b330ee-9a18-11e8-b397-f017b12b5a53","605",11,16,12
"73a73d14-8f24-11e8-8494-e0e8393def43","604",48,95,51
"ea50192c-9708-11e8-82a3-2078d824af27","601",10,14,12
"c43b5286-a146-11e8-bf2c-8f4a631f500f","601",16,40,39
"2638cfae-9c74-11e8-96ad-a25db12b5a53","594",12,16,14
"3031c876-90c1-11e8-a3d8-2078d824af27","594",53,65,57
"cb900a6e-1644-11e8-9597-36686c0143b9","594",0,0,0
"6d083cde-8505-11e8-83d1-d8cdf617378b","593",1,1,1
"639f2baa-00ec-11e8-86c6-d6fd8c1371f3","593",0,0,0
"ce5f2424-5e73-11e8-9ed2-be327c3166de","591",0,0,0
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","588",101,147,107
"07b77414-9f98-11e8-b572-eb1702e95e35","587",3,4,3
"d95fc914-170b-11e8-b027-36686c0143b9","586",67,111,66
"fb4e9adc-958c-11e8-89f9-fc60c095174f","582",8,9,8
"c8ba8210-94b1-11e8-ac97-2078d824af27","575",18,28,20
"a687a488-708b-11e8-a04e-f0a9a6a83071","571",0,0,0
"8292bfb0-51df-11e8-bd3f-994db7f3f1c9","566",0,0,0
"6e1216a2-00f0-11e8-837a-d6fd8c1371f3","564",0,0,0
"1a25424e-917d-11e8-9d5b-2078d824af27","564",44,48,46
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","563",26,34,26
"108aa054-96fe-11e8-bcbd-2078d824af27","560",5,7,5
"cfa79b9a-84ed-11e8-8e30-d8cdf617378b","559",0,0,0
"2ff21c08-916b-11e8-80ce-fc60c095174f","559",20,24,20
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","553",1,1,1
"38293cc4-90b9-11e8-9d44-fc60c095174f","550",0,0,0
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","550",0,0,0
"1c7149de-7ea0-11e8-ada7-22576382b57d","549",1,1,1
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","544",36,54,38
"6ca36904-73a2-11e8-9292-ab7403c1ce92","542",1,2,1
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","541",3,9,4
"881b4042-8f10-11e8-8b13-e0e8393def43","540",0,0,0
"421f65a6-93f6-11e8-925d-fc60c095174f","539",1,2,1
"3924a578-9659-11e8-ae1c-fc60c095174f","539",9,11,10
"fb4e9adc-958c-11e8-89f9-fc60c095174f","532",9,10,10
"51177ba0-00eb-11e8-890a-d6fd8c1371f3","531",0,0,0
"fb4e9adc-958c-11e8-89f9-fc60c095174f","531",6,7,6
"10e87e8a-94a2-11e8-ba78-2078d824af27","530",5,6,5
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","530",6,6,6
"7971605c-7530-11e8-bec0-ab7403c1ce92","529",0,0,0
"0814e520-9d3d-11e8-89aa-a25db12b5a53","526",6,23,7
"138ad2d4-9559-11e8-993b-2078d824af27","524",2,4,2
"fdc8b106-8a58-11e8-8695-e0e8393def43","518",0,0,0
"f462cb8c-957b-11e8-b8cb-fc60c095174f","517",0,0,0
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","517",3,3,3
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","516",36,53,38
"e53a6e88-90a5-11e8-a466-2078d824af27","514",31,38,35
"e53a6e88-90a5-11e8-a466-2078d824af27","510",1,1,1
"42321806-94b7-11e8-9e55-fc60c095174f","509",0,0,0
"3d66192a-9490-11e8-9907-2078d824af27","509",7,8,7
"7990d002-9fbc-11e8-9724-a25db12b5a53","507",11,11,11
"bc518a3e-026a-11e8-93a1-a08db8bcf5f7","504",0,0,0
"ea50192c-9708-11e8-82a3-2078d824af27","504",7,9,7
"3d66192a-9490-11e8-9907-2078d824af27","501",6,6,6
"3bfd7946-9014-11e8-833b-2078d824af27","497",10,15,6
"dc5f5332-8682-11e8-a5eb-5683a7fcb7dc","492",0,0,0
"412430d8-3676-11e8-8cc7-c70d7f988848","491",0,0,0
"57f69890-00e9-11e8-97fa-cf60b8bcf5f7","488",0,0,0
"371601f0-00ea-11e8-874a-00bd8c1371f3","487",0,0,0
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","486",1,1,1
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","485",74,99,78
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","481",9,11,9
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","481",43,60,55
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","478",6,9,6
"f462cb8c-957b-11e8-b8cb-fc60c095174f","477",3,3,3
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","476",1,2,2
"8453807a-93f0-11e8-b468-fc60c095174f","474",3,6,3
"dd7ce168-84d8-11e8-a7a9-f86fca9e9af2","472",0,0,0
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","472",32,40,34
"ba5f0ab8-7b9a-11e8-896a-22576382b57d","471",0,0,0
"3446b5f6-956d-11e8-a183-fc60c095174f","471",72,83,81
"1e853b7e-33e9-11e8-9836-4f1e2a124413","469",0,0,0
"07b77414-9f98-11e8-b572-eb1702e95e35","468",8,10,9
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","467",7,9,7
"f0342652-96f5-11e8-83ad-2078d824af27","465",3,3,3
"040fa184-90b5-11e8-ade0-fc60c095174f","465",17,27,23
"3d66192a-9490-11e8-9907-2078d824af27","465",1,2,1
"d95fc914-170b-11e8-b027-36686c0143b9","461",47,68,42
"fcf7151c-94ce-11e8-9aff-fc60c095174f","461",3,6,3
"ad801ad6-8c15-11e8-a08f-e0e8393def43","461",0,0,0
"dd7ce168-84d8-11e8-a7a9-f86fca9e9af2","456",1,1,1
"7b3a104e-90d0-11e8-af4d-2078d824af27","456",8,9,9
"335b20e6-9f90-11e8-80d1-eb1702e95e35","456",42,51,48
"0814e520-9d3d-11e8-89aa-a25db12b5a53","456",31,78,33
"b80ec268-8517-11e8-b5d2-d8cdf617378b","455",2,2,2
"3446b5f6-956d-11e8-a183-fc60c095174f","454",1,1,1
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","454",2,2,2
"6f6dfbe4-706f-11e8-afb8-ab7403c1ce92","448",0,0,0
"ddd8c3da-31c6-11e8-8716-fb9c670cc1e3","447",0,0,0
"ea50192c-9708-11e8-82a3-2078d824af27","446",6,8,7
"de106032-7f88-11e8-9907-4ceaba6bc217","446",0,0,0
"013edcdc-7543-11e8-ad22-ab7403c1ce92","445",0,0,0
"a93a5a1e-6bcb-11e8-9433-85aca6a83071","445",0,0,0
"25108336-7c55-11e8-8ab0-4ceaba6bc217","445",0,0,0
"a834ff8a-93d9-11e8-ae17-2078d824af27","445",0,0,0
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","445",35,58,37
"163999e2-9af0-11e8-87aa-1e0e02e95e35","444",5,8,6
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","444",27,60,26
"5465e68c-9968-11e8-b9c7-852902e95e35","443",1,1,1
"549cf932-7aa6-11e8-9740-4ceaba6bc217","443",1,1,1
"d21c2b72-00e8-11e8-9a2d-cf60b8bcf5f7","440",0,0,0
"fce35186-8744-11e8-8a85-5683a7fcb7dc","439",0,0,0
"f7ea3332-90c9-11e8-9058-2078d824af27","439",0,0,0
"7990d002-9fbc-11e8-9724-a25db12b5a53","439",19,24,22
"18afb7c4-3d71-11e8-97ae-9882fee5d756","436",0,0,0
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","435",51,77,55
"885e2b98-0115-11e8-972c-d6fd8c1371f3","435",0,0,0
"108aa054-96fe-11e8-bcbd-2078d824af27","433",5,6,5
"5ed81494-8a7e-11e8-9de9-e0e8393def43","433",0,0,0
"c8ba8210-94b1-11e8-ac97-2078d824af27","433",10,17,10
"1cbde0f4-00ed-11e8-83e1-a08db8bcf5f7","432",0,0,0
"f8f22494-91ad-11e8-ac8f-fc60c095174f","431",0,1,0
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","428",1,1,1
"72831254-8b38-11e8-a2aa-e0e8393def43","427",0,0,0
"ded08940-8733-11e8-8a99-f63dca9e9af2","426",0,0,0
"70897340-89b6-11e8-88c0-8869a7fcb7dc","426",17,24,15
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","426",11,26,11
"fb4e9adc-958c-11e8-89f9-fc60c095174f","424",0,1,0
"a01335e6-89a8-11e8-bdc5-8869a7fcb7dc","424",0,0,0
"e28b361a-00e8-11e8-9e1c-00bd8c1371f3","423",0,0,0
"f0342652-96f5-11e8-83ad-2078d824af27","422",1,1,1
"64b1c1d4-9178-11e8-aba7-2078d824af27","422",0,0,0
"f462cb8c-957b-11e8-b8cb-fc60c095174f","422",4,5,4
"69c20a7c-84e8-11e8-a03a-d8cdf617378b","421",0,0,0
"ae91f93c-964f-11e8-aa2d-2078d824af27","416",9,18,9
"da06a4e0-51d6-11e8-bae3-994db7f3f1c9","416",0,0,0
"3715ff8e-00ea-11e8-874a-00bd8c1371f3","413",0,0,0
"be3d7150-6fca-11e8-ba82-70a303c1ce92","411",0,0,0
"2661c622-6b1c-11e8-97b1-8ed2e26c6167","410",0,0,0
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","408",3,3,3
"138ad2d4-9559-11e8-993b-2078d824af27","408",1,1,1
"5055acc2-551a-11e8-9522-ae43553edb85","407",0,0,0
"73a73d14-8f24-11e8-8494-e0e8393def43","407",40,72,41
"9294dd66-7f58-11e8-ac01-22576382b57d","406",1,1,1
"34b94478-8414-11e8-8ef0-d8cdf617378b","405",0,0,0
"43218ed4-72fe-11e8-bde1-ab7403c1ce92","405",0,0,0
"108aa054-96fe-11e8-bcbd-2078d824af27","403",3,5,3
"89612140-0673-11e8-8c16-cc9f588b2a65","403",0,0,0
"9f8bbd0a-00f0-11e8-82ed-a08db8bcf5f7","400",0,0,0
"c97f5c78-9977-11e8-a79d-852902e95e35","399",0,0,0
"4ffd940a-6a42-11e8-ac18-85aca6a83071","398",0,0,0
"3d66192a-9490-11e8-9907-2078d824af27","397",5,6,5
"fc4f176e-64b2-11e8-94f9-391108143ee7","397",0,0,0
"8453807a-93f0-11e8-b468-fc60c095174f","394",0,0,0
"5d1ae9ee-8374-11e8-a094-f86fca9e9af2","392",1,1,1
"4a0c2c50-3f13-11e8-bbee-5a53fee5d756","391",0,0,0
"e36927f8-00e9-11e8-af1d-cf60b8bcf5f7","391",2,2,2
"78a1c7b2-057c-11e8-b9a9-6836f727bb7d","390",0,0,0
"b80ec268-8517-11e8-b5d2-d8cdf617378b","388",3,4,3
"70897340-89b6-11e8-88c0-8869a7fcb7dc","388",20,32,20
"e28b4128-00e8-11e8-9e1c-00bd8c1371f3","387",0,0,0
"7a72c312-06a7-11e8-8852-328f588b2a65","385",0,0,0
"f744e0b4-5cc9-11e8-88b5-859bd8b0a68a","385",0,0,0
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","385",8,9,8
"3ce43576-6737-11e8-8a8a-fb1b3249e00a","384",0,0,0
"7359546c-3805-11e8-927b-c70d7f988848","384",0,0,0
"fd0296d2-93ff-11e8-a43c-fc60c095174f","383",1,2,1
"040fa184-90b5-11e8-ade0-fc60c095174f","383",0,0,0
"b9a82542-971e-11e8-815e-fc60c095174f","382",1,1,1
"3924a578-9659-11e8-ae1c-fc60c095174f","381",13,18,13
"45b330ee-9a18-11e8-b397-f017b12b5a53","380",5,8,7
"ad2733c6-5dc1-11e8-8f9c-be327c3166de","379",0,0,0
"56dc478c-88e0-11e8-928b-f63dca9e9af2","378",0,0,0
"38293cc4-90b9-11e8-9d44-fc60c095174f","377",1,1,1
"10e87e8a-94a2-11e8-ba78-2078d824af27","377",39,46,41
"2ff21c08-916b-11e8-80ce-fc60c095174f","376",43,50,45
"72319330-9ed3-11e8-8dc8-eb1702e95e35","375",12,14,12
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","371",3,4,3
"17ccf284-8bfc-11e8-a7e8-e0e8393def43","370",0,0,0
"907ae110-96eb-11e8-96a7-fc60c095174f","366",2,3,3
"c97f5c78-9977-11e8-a79d-852902e95e35","366",1,3,1
"440a3e5e-00f8-11e8-bbf0-a08db8bcf5f7","365",1,1,1
"73a73d14-8f24-11e8-8494-e0e8393def43","365",0,0,0
"ea50192c-9708-11e8-82a3-2078d824af27","364",2,2,2
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","364",29,45,29
"9ddd592c-8c1a-11e8-9216-e0e8393def43","364",0,0,0
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","362",4,4,4
"56dc478c-88e0-11e8-928b-f63dca9e9af2","362",1,1,1
"fd0296d2-93ff-11e8-a43c-fc60c095174f","361",4,5,4
"394b186c-39a1-11e8-8243-c70d7f988848","361",0,1,0
"8453807a-93f0-11e8-b468-fc60c095174f","361",40,47,40
"1a25424e-917d-11e8-9d5b-2078d824af27","360",0,0,0
"d256fcb6-7eb0-11e8-b2ee-22576382b57d","360",31,58,31
"b0a03aa2-8fee-11e8-b225-8869a7fcb7dc","360",7,14,9
"72319330-9ed3-11e8-8dc8-eb1702e95e35","359",7,9,8
"6242559e-8f20-11e8-92f6-e0e8393def43","358",0,0,0
"fcaaa970-25de-11e8-8040-9579ecc9a62c","358",0,0,0
"10e87e8a-94a2-11e8-ba78-2078d824af27","357",30,34,31
"3bfd7946-9014-11e8-833b-2078d824af27","357",12,16,11
"8218afec-358b-11e8-9033-4f1e2a124413","356",0,0,0
"f0342652-96f5-11e8-83ad-2078d824af27","354",0,0,0
"3d66192a-9490-11e8-9907-2078d824af27","354",4,4,4
"846bb0d8-7ad1-11e8-86c9-4ceaba6bc217","354",0,0,0
"e9176b88-8bf4-11e8-ad3a-8869a7fcb7dc","354",0,0,0
"c051408a-0115-11e8-a81f-d6fd8c1371f3","354",0,0,0
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","353",0,2,0
"efeb5276-25ec-11e8-82bd-7f6bd0dd5d77","352",0,0,0
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","352",19,26,20
"679adc2a-5da0-11e8-abea-859bd8b0a68a","352",0,0,0
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","351",13,19,14
"891d4278-67d4-11e8-9a86-fb1b3249e00a","351",2,3,2
"f5df6f6a-16fa-11e8-bbab-36686c0143b9","350",0,0,0
"9258c4e2-9188-11e8-baef-fc60c095174f","349",2,2,2
"16ae9666-545f-11e8-8dcf-994db7f3f1c9","348",0,0,0
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","348",31,33,31
"209dbbfa-90d9-11e8-ba90-2078d824af27","345",0,0,0
"d21c2dd4-00e8-11e8-9a2d-cf60b8bcf5f7","345",0,0,0
"00ebcefa-85b7-11e8-89b5-f63dca9e9af2","344",0,0,0
"7a46fef4-89b9-11e8-9f53-e0e8393def43","344",0,0,0
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","344",8,10,8
"ea50192c-9708-11e8-82a3-2078d824af27","343",0,0,0
"65ee9742-7eb9-11e8-a999-4ceaba6bc217","343",0,0,0
"5c990522-8348-11e8-9e84-f86fca9e9af2","341",0,0,0
"fd0296d2-93ff-11e8-a43c-fc60c095174f","340",4,11,4
"7990d002-9fbc-11e8-9724-a25db12b5a53","338",26,30,29
"e93648de-6ef1-11e8-990f-55cb03c1ce92","338",0,0,0
"850ce86c-0804-11e8-ba60-4194588b2a65","337",0,0,0
"e9176b88-8bf4-11e8-ad3a-8869a7fcb7dc","336",58,87,61
"d21c36b2-00e8-11e8-9a2d-cf60b8bcf5f7","335",1,2,1
"72319330-9ed3-11e8-8dc8-eb1702e95e35","335",10,12,11
"d2268e64-8a90-11e8-acec-e0e8393def43","333",0,0,0
"3bfd7946-9014-11e8-833b-2078d824af27","332",11,16,11
"6cbe6a16-3cab-11e8-9e75-2e0a7f988848","332",0,0,0
"72319330-9ed3-11e8-8dc8-eb1702e95e35","331",7,9,7
"92d45ffc-90a8-11e8-a4b3-fc60c095174f","331",0,0,0
"0c472e7e-4abc-11e8-9a1b-994db7f3f1c9","331",0,0,0
"fb4e9adc-958c-11e8-89f9-fc60c095174f","331",4,5,4
"1f70904e-9b02-11e8-bc21-f017b12b5a53","330",1,1,1
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","329",6,7,6
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","329",52,68,54
"09eaeda4-8352-11e8-87e6-f86fca9e9af2","329",0,0,0
"3a75ea5e-8b4b-11e8-a35c-e0e8393def43","327",0,0,0
"c97f5c78-9977-11e8-a79d-852902e95e35","326",1,2,1
"2ff21c08-916b-11e8-80ce-fc60c095174f","326",1,1,1
"b0a03aa2-8fee-11e8-b225-8869a7fcb7dc","324",0,0,0
"d256fcb6-7eb0-11e8-b2ee-22576382b57d","323",36,56,38
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","322",6,6,6
"ee7b8e70-7f7d-11e8-b6df-22576382b57d","321",0,0,0
"c429cfac-9593-11e8-863b-fc60c095174f","321",8,16,8
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","320",0,1,0
"8453807a-93f0-11e8-b468-fc60c095174f","318",5,5,5
"3924a578-9659-11e8-ae1c-fc60c095174f","317",0,1,0
"3bfd7946-9014-11e8-833b-2078d824af27","316",12,26,12
"1a25424e-917d-11e8-9d5b-2078d824af27","316",15,16,15
"10e87e8a-94a2-11e8-ba78-2078d824af27","315",26,29,27
"fd0296d2-93ff-11e8-a43c-fc60c095174f","315",2,2,2
"83a5d660-9011-11e8-ae9b-2078d824af27","314",3,5,4
"f8f22494-91ad-11e8-ac8f-fc60c095174f","313",5,5,5
"7ac70528-73c9-11e8-924c-ab7403c1ce92","313",0,0,0
"38293cc4-90b9-11e8-9d44-fc60c095174f","313",1,2,1
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","313",6,6,6
"1601859a-00f2-11e8-b800-a08db8bcf5f7","312",41,51,42
"45b330ee-9a18-11e8-b397-f017b12b5a53","312",2,4,2
"ebcf7910-8118-11e8-9f91-f86fca9e9af2","312",0,0,0
"209dbbfa-90d9-11e8-ba90-2078d824af27","312",2,3,3
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","309",11,12,11
"11dd5cd2-414d-11e8-8d21-a1e87e988848","308",0,0,0
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","308",8,9,8
"c429cfac-9593-11e8-863b-fc60c095174f","305",14,38,15
"70897340-89b6-11e8-88c0-8869a7fcb7dc","305",21,43,20
"6d99ea58-a125-11e8-85de-8f4a631f500f","305",11,12,11
"bdb644ea-017b-11e8-b91a-d6fd8c1371f3","304",0,0,0
"b234653a-00e9-11e8-84ee-00bd8c1371f3","304",0,0,0
"8453807a-93f0-11e8-b468-fc60c095174f","304",14,18,14
"49cf605a-7536-11e8-b268-f0a9a6a83071","302",0,0,0
"108aa054-96fe-11e8-bcbd-2078d824af27","302",14,19,15
"4104d2c2-900a-11e8-9df1-2078d824af27","300",0,0,0
"d21c37f2-00e8-11e8-9a2d-cf60b8bcf5f7","299",0,0,0
"542afc2e-8c08-11e8-bc8d-8869a7fcb7dc","299",0,0,0
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","299",0,0,0
"fcf7151c-94ce-11e8-9aff-fc60c095174f","298",4,7,4
"20ac2956-4188-11e8-a78e-52b1fee5d756","298",0,0,0
"d0540bfc-6006-11e8-81d9-859bd8b0a68a","296",0,0,0
"e28b29d6-00e8-11e8-9e1c-00bd8c1371f3","296",0,0,0
"771d0746-89c3-11e8-8249-8869a7fcb7dc","295",0,0,0
"70897340-89b6-11e8-88c0-8869a7fcb7dc","295",12,25,12
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","295",10,13,12
"0814e520-9d3d-11e8-89aa-a25db12b5a53","295",17,44,18
"fb4e9adc-958c-11e8-89f9-fc60c095174f","294",21,26,22
"fd0296d2-93ff-11e8-a43c-fc60c095174f","294",0,3,1
"f0342652-96f5-11e8-83ad-2078d824af27","294",1,3,3
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","293",2,3,2
"312c4ecc-8419-11e8-80ac-f86fca9e9af2","293",0,0,0
"73a73d14-8f24-11e8-8494-e0e8393def43","292",33,51,36
"c82a6ac2-791d-11e8-88fa-4ceaba6bc217","291",0,1,0
"b6f434f0-9631-11e8-8a60-fc60c095174f","290",21,29,22
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","288",0,0,0
"3924a578-9659-11e8-ae1c-fc60c095174f","287",14,17,15
"e129338e-963f-11e8-a542-2078d824af27","287",1,1,1
"5b503910-63ea-11e8-9fac-391108143ee7","284",0,0,0
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","284",7,13,7
"907ae110-96eb-11e8-96a7-fc60c095174f","283",1,1,1
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","283",47,63,48
"f58cd24e-4eb5-11e8-bbee-994db7f3f1c9","282",0,0,0
"421f65a6-93f6-11e8-925d-fc60c095174f","282",7,8,8
"ef7dc9ba-9002-11e8-9d32-fc60c095174f","282",0,0,0
"f462cb8c-957b-11e8-b8cb-fc60c095174f","281",5,9,5
"1a25424e-917d-11e8-9d5b-2078d824af27","281",4,4,4
"108aa054-96fe-11e8-bcbd-2078d824af27","280",4,4,4
"5e0be696-7f69-11e8-b9d8-22576382b57d","279",0,0,0
"1601859a-00f2-11e8-b800-a08db8bcf5f7","278",45,58,46
"138ad2d4-9559-11e8-993b-2078d824af27","277",2,3,2
"77d7caa0-5a92-11e8-8521-be327c3166de","277",0,0,0
"2b64ff86-85d4-11e8-aa0f-5683a7fcb7dc","276",0,0,0
"e53a6e88-90a5-11e8-a466-2078d824af27","275",28,33,29
